Location,Study Name,Nodes,Before deformation global X[mm],Before deformation global Y[mm],Before deformation global Z[mm],After deformation global X[mm],After deformation global Y[mm],After deformation global Z[mm],Deflection mm,Deflection components global X[mm],Deflection components global Y[mm],Deflection components global Z[mm],Distance before deformation mm,Distance before deformation global X[mm],Distance before deformation global Y[mm],Distance before deformation global Z[mm],Distance after deformation mm,Distance after deformation global X[mm],Distance after deformation global Y[mm],Distance after deformation global Z[mm],Shrinkage mm,Shrinkage percent
62,20240207-MicroHoles_study_1 (0.264) (280) ,11293,-25.0000,-34.7634,0.0000,-24.8284,-34.5138,0.0231,0.3039,0.1716,0.2497,0.0231,1.3881,0.0000,-1.3881,0.0000,1.3763,-0.0008,-1.3763,-0.0019,0.0118,0.8489,
63,20240207-MicroHoles_study_1 (0.264) (280) ,11296,-25.0000,-36.5293,0.0000,-24.8289,-36.2669,0.0214,0.3139,0.1711,0.2623,0.0214,,,,,,,,,,,
64,20240207-MicroHoles_study_1 (0.264) (280) ,11272,-25.0000,-37.5379,0.0000,-24.8294,-37.2692,0.0230,0.3191,0.1706,0.2687,0.0230,1.0086,0.0000,-1.0086,0.0000,1.0023,-0.0005,-1.0023,0.0016,0.0063,0.6283,
65,20240207-MicroHoles_study_1 (0.264) (280) ,11305,-25.0000,-38.9233,0.0000,-24.8280,-38.6430,0.0220,0.3296,0.1720,0.2803,0.0220,,,,,,,,,,,
66,20240207-MicroHoles_study_1 (0.264) (280) ,11302,-25.0000,-40.3086,0.0000,-24.8292,-40.0172,0.0206,0.3384,0.1708,0.2914,0.0206,1.3854,0.0000,-1.3854,0.0000,1.3743,-0.0012,-1.3743,-0.0015,0.0111,0.8011,
67,20240207-MicroHoles_study_1 (0.264) (280) ,11308,-25.0000,-41.6967,0.0000,-24.8312,-41.3955,0.0178,0.3458,0.1688,0.3013,0.0178,,,,,,,,,,,
68,20240207-MicroHoles_study_1 (0.264) (280) ,11299,-25.0000,-43.0848,0.0000,-24.8320,-42.7753,0.0182,0.3526,0.1680,0.3095,0.0182,1.3881,0.0000,-1.3881,0.0000,1.3799,-0.0008,-1.3799,0.0003,0.0082,0.5912,
69,20240207-MicroHoles_study_1 (0.264) (280) ,11314,-25.0000,-44.4683,0.0000,-24.8316,-44.1472,0.0168,0.3630,0.1684,0.3211,0.0168,,,,,,,,,,,
70,20240207-MicroHoles_study_1 (0.264) (280) ,11311,-25.0000,-45.8518,0.0000,-24.8325,-45.5194,0.0134,0.3724,0.1675,0.3324,0.0134,1.3835,0.0000,-1.3835,0.0000,1.3723,-0.0009,-1.3722,-0.0033,0.0113,0.8132,
71,20240207-MicroHoles_study_1 (0.264) (280) ,11317,-25.0000,-47.2346,0.0000,-24.8354,-46.8939,0.0119,0.3785,0.1646,0.3406,0.0119,,,,,,,,,,,
72,20240207-MicroHoles_study_1 (0.264) (280) ,11320,-25.0000,-48.6175,0.0000,-24.8355,-48.2690,0.0100,0.3854,0.1645,0.3484,0.0100,1.3829,0.0000,-1.3829,0.0000,1.3751,-0.0001,-1.3751,-0.0019,0.0078,0.5636,
73,20240207-MicroHoles_study_1 (0.264) (280) ,691,-25.0000,-50.0000,0.0000,-24.8336,-49.6432,0.0087,0.3938,0.1664,0.3568,0.0087,,,,,,,,,,,
